ID,quality_score,Owner,Country_of_Origin,Farm_Name,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Harvest_Year,Grading_Date,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,Expiration,Certification_Body,Certification_Address,Certification_Contact,Altitude_Units,Lower_Altitude,Upper_Altitude
715,82.33,AFCA,Malawi,Utchisi Mountain,Mzuzu Coffee Planters Coop Union,South of Mzuzu,Mzuzu Coffee Planters Coop Union,10,60.0,Africa Fine Coffee Association,2014,"November 4th, 2014",Gesha,Completed,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,Sample  82.33,12 %,0 full defects,0.0,Green,0 full defects,"November 4th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1450,
716,82.33,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,South Minas Gerais,Ipanema Agrícola SA,10,2.0,Specialty Coffee Association,,"October 15th, 2014",Bourbon,Completed,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,Sample  82.33,11 %,0 full defects,0.0,Blue-Green,0 full defects,"October 15th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1100,
717,82.33,Juan Luis Alvarado Romero,Guatemala,EL MORITO,"Armajaro Guatemala, S. A.",JALAPA,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,2014,"June 10th, 2014",Pacas,Completed,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,Sample  82.33,12 %,0 full defects,0.0,Green,3 full defects,"June 10th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,5000,
718,82.33,Dane Loraas,Mexico,,Sustainable Harvest,Veracruz,Huatusco,320,2.26796,Specialty Coffee Association,2014,"April 2nd, 2014",,Completed,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,Sample  82.33,11 %,0 full defects,0.0,Green,0 full defects,"April 2nd, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
719,82.33,The Coffee Source Inc.,Colombia,SEVERAL,The Coffee Source Inc.,ANTIOQUIA,SEVERAL,250,3.0,Specialty Coffee Association of Costa Rica,2013,"January 21st, 2014",Caturra,Completed,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,Sample  82.33,10 %,0 full defects,0.0,Green,2 full defects,"January 21st, 2015",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1300,
720,82.33,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Guo cun nong yuan 國村農園,Blossom Valley宸嶧國際,Changhua BaGuaShan 彰化市八卦山,Zhang shui sheng 張水勝,10,20.0,Blossom Valley International,,"December 26th, 2013",Typica,Completed,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,Sample  82.33,11 %,0 full defects,0.0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,,
721,82.33,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Yu jin gui 玉金櫃咖啡,Blossom Valley宸嶧國際,Taichung Xinshe 台中市新社區,Lin yu ding 林玉定,10,30.0,Blossom Valley International,,"December 26th, 2013",Typica,Completed,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,Sample  82.33,11 %,0 full defects,0.0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,600,
722,82.33,Juan Luis Alvarado Romero,Guatemala,EL MORITO,"UNEX (GUATEMALA), S.A.",ORIENTE,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,2013,"July 16th, 2013",Bourbon,Completed,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,Sample  82.33,12 %,2 full defects,0.0,Green,1 full defects,"July 16th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
723,82.33,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,huila,,250,70.0,Almacafé,2013,"June 21st, 2013",Caturra,Completed,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,Sample  82.33,0 %,0 full defects,0.0,Green,1 full defects,"June 21st, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1750,
724,82.33,ALFREDO BOJALIL,Mexico,SANTA TERESA,ECOMTRADING,"LA CONCORDIA, CHIAPAS",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1.0,AMECAFE,2013,"March 15th, 2013",Typica,Completed,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,Sample  82.33,12 %,0 full defects,0.0,Green,3 full defects,"March 15th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1300,
725,82.33,Michael Gavina,Costa Rica,,"F. Gaviña & Sons, Inc.",Central Valley,,275,1.0,Specialty Coffee Association,2012,"October 9th, 2012",,Completed,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,Sample  82.33,0 %,0 full defects,0.0,Green,14 full defects,"October 9th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
726,82.33,Juan Luis Alvarado Romero,Guatemala,FINCA EL MORITO,FINCA EL MORITO,JALAPA,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69.0,Asociacion Nacional Del Café,2012,"October 5th, 2012",Bourbon,Completed,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,Sample  82.33,11 %,0 full defects,0.0,Green,3 full defects,"October 5th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,5500,6000
727,82.33,SAUL M. HERNANDEZ RAMIREZ,Mexico,TEPEMALACAX,,"JALTOCAN, HIDALGO","SALAZAR HERNANDEZ, ROBERTO",10,1.0,AMECAFE,2012,"September 27th, 2012",Typica,Completed,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,Sample  82.33,15 %,1 full defects,0.0,None,8 full defects,"September 27th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,,
728,82.33,MANUEL HERRERA JUAREZ,Mexico,FINCA LOS BARREALES 1112LBGA7250412,FINCA LOS BARREALES,TEOCELO,MANUEL HERRERA JUAREZ,10,1.0,AMECAFE,2012,"August 31st, 2012",Bourbon,Completed,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,Sample  82.33,13 %,0 full defects,0.0,Green,9 full defects,"August 31st, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1170,
729,82.33,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,"UNEX (GUATEMALA), S.A",ORIENTE,AGROPECUARIA QUIAGRAL,250,1.0,Asociacion Nacional Del Café,2012,"May 23rd, 2012",Bourbon,Completed,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,Sample  82.33,10 %,2 full defects,0.0,Green,5 full defects,"May 23rd, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
730,82.33,NUCOFFEE,Brazil,Sitío Santa Luzia,NUCOFFEE,Grama Valley,José Malagutti,16,60.0,NUCOFFEE,2012,"April 11th, 2012",Mundo Novo,Completed,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,Sample  82.33,12 %,0 full defects,0.0,Green,2 full defects,"April 11th, 2013",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,meters,1100,
731,82.33,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Mexico,CAFETAL SANTA MARIA,ECZCAFE FINO S.A. DE C.V.,SANTA CATARINA JUQUILA,MARIA LUISA DELCARMEN ROJAS NARVAEZ,10,1.0,AMECAFE,2012,"March 5th, 2012",Typica,Completed,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,Sample  82.33,11 %,0 full defects,0.0,Green,0 full defects,"March 5th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,feet,,
732,82.33,NUCOFFEE,Brazil,Café Citrus,NUCOFFEE,South of Minas Gerais,José Alberto dos Santos,44,60.0,NUCOFFEE,2012,"February 17th, 2012",Mundo Novo,Completed,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,Sample  82.33,11 %,0 full defects,0.0,Green,2 full defects,"February 16th, 2013",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,meters,950,
733,82.33,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA CI,HUILA,JAIME PULIDO / ERMILSON RAMOS,250,70.0,Almacafé,2012,"January 31st, 2012",Caturra,Completed,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,Sample  82.33,0 %,0 full defects,0.0,Green,0 full defects,"January 30th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
734,82.25,KlemOrganics,Brazil,FAZENDAS KLEM LTDA,Klem Organics Coffee,BRAZIL MATAS DE MINAS,NAGIPE VIANA KLEM,1062,5.0,Specialty Coffee Association,,"November 15th, 2017",Catuai,Completed,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,Sample  82.25,9 %,2 full defects,6.0,Green,10 full defects,"November 15th, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1100,
735,82.25,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,眉泉莊園        ,宸嶧國際        ,,林玲美0918232039        ,1,10.0,Blossom Valley International,,"February 13th, 2017",,Completed,,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,10.0,Sample  82.25,10 %,0 full defects,0.0,Blue-Green,0 full defects,"February 13th, 2018",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,,
736,82.25,Juan Luis Alvarado Romero,Guatemala,LINDA VISTA,"MERCON GUATEMALA, S.A.",NUEVO ORIENTE,PABLO CHUY,275,69.0,Asociacion Nacional Del Café,2016,"August 31st, 2016",Pacas,Completed,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,Sample  82.25,11 %,0 full defects,2.0,Green,2 full defects,"August 31st, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1450,
737,82.25,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,South of Minas Gerais,Ipanema Agrícola SA,180,2.0,Brazil Specialty Coffee Association,,"October 8th, 2015",Yellow Bourbon,Completed,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,Sample  82.25,0 %,0 full defects,0.0,Green,9 full defects,"October 7th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,,
738,82.25,Consejo Salvadoreño del Café,El Salvador,Zapato de Mico,Consejo Salvadoreño del Café,Apaneca-Ilamatepec,"Tropical Farm Management El Salvador, S.A. de C.V.",275,1.0,Salvadoran Coffee Council,2014,"July 8th, 2015",Bourbon,Completed,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,Sample  82.25,12 %,0 full defects,0.0,Green,0 full defects,"July 7th, 2016",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,meters,1500,
739,82.25,CADEXSA,Honduras,Bethel,CADEXSA,Marcala,Omar Acosta,275,1.0,Instituto Hondureño del Café,2015,"April 15th, 2015",Catuai,Completed,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,Sample  82.25,11 %,0 full defects,0.0,Green,2 full defects,"April 14th, 2016",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1350,
740,82.25,AFCA,Malawi,Kachere,Mzuzu Coffee Planters Coop Union,South of Mzuzu,Mzuzu Coffee Coop Union,10,60.0,Africa Fine Coffee Association,2014,"November 4th, 2014",Gesha,Completed,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,Sample  82.25,13 %,0 full defects,0.0,Blue-Green,0 full defects,"November 4th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1180,
741,82.25,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,South Minas Gerais,Ipanema Agrícola SA,320,2.0,Specialty Coffee Association,,"October 16th, 2014",Bourbon,Completed,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,Sample  82.25,11 %,0 full defects,0.0,Green,0 full defects,"October 16th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1100,
742,82.25,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Guo xing ka fei wang 國姓咖啡王咖啡莊園,Blossom Valley宸嶧國際,Nantou Guoxing 南投縣國姓鄉,Lin yu tang 林玉堂,35,60.0,Blossom Valley International,,"December 26th, 2013",Typica,Completed,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,Sample  82.25,11 %,0 full defects,0.0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,650,
743,82.25,JESUS CARLOS CARDENAS VALDIVIA,Mexico,FINCA HUEHUETECPAM,,"COSAUTLAN DE CARVAJAL, VER.",MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,150,1.0,AMECAFE,2013,"July 19th, 2013",Mundo Novo,Completed,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,Sample  82.25,12 %,0 full defects,0.0,Blue-Green,4 full defects,"July 19th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1338,
744,82.25,Kona Pacific Farmers Cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,6,45.3592,Specialty Coffee Association,2013,"May 3rd, 2013",Hawaiian Kona,Completed,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,Sample  82.25,0 %,0 full defects,0.0,Bluish-Green,1 full defects,"May 3rd, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
745,82.25,SAUL M. HERNANDEZ RAMIREZ,Mexico,OMICUATLA,,"CALNALI, HIDALGO",FELIX DE LA CRUZ CASIMIRO,10,1.0,AMECAFE,2012,"September 27th, 2012",Bourbon,Completed,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,Sample  82.25,16 %,3 full defects,0.0,None,8 full defects,"September 27th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,533,
746,82.25,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,"SIEMBRAS VISION, S.A. / ING. JORGE BOLAÑOS",ANTIGUA,"SIEMBRAS VISION, S.A.",275,69.0,Asociacion Nacional Del Café,2012,"September 19th, 2012",Bourbon,Completed,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,Sample  82.25,11 %,0 full defects,0.0,Green,2 full defects,"September 19th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4563,
747,82.25,MANUEL HERRERA JUAREZ,Mexico,LOS BARREALES 1112LBGR7230412,FINCA LOS BARREALES,TEOCELO,MANUEL HERRERA JUAREZ,10,1.0,AMECAFE,2012,"August 31st, 2012",Bourbon,Completed,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,Sample  82.25,13 %,0 full defects,0.0,Green,3 full defects,"August 31st, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1170,
748,82.25,GUILLERMO ROJAS SALDANA,Mexico,JAMAICA,,JUQUILA,GUILLERMO ROJAS SALDAÑA,40,1.0,AMECAFE,2012,"August 30th, 2012",Typica,Completed,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,Sample  82.25,12 %,0 full defects,0.0,Green,13 full defects,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
749,82.25,Adam Kline,El Salvador,,Atlantic Specialty Coffee,,,288,1.0,Specialty Coffee Association,2012,"August 21st, 2012",Other,Completed,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,Sample  82.25,0 %,2 full defects,0.0,Green,5 full defects,"August 21st, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
750,82.25,SERGIO DE LA VEQUIA BERNARDI,Mexico,CHILCUATLA,,HUATUSCO,SERGIO DE LA VEQUIA BERNARDI,250,1.0,AMECAFE,2012,"July 11th, 2012",Typica,Completed,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,Sample  82.25,11 %,0 full defects,0.0,Green,0 full defects,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
751,82.25,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,COMUNIDAD DE CANOAS,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,CANOAS,COOP,250,1.0,AMECAFE,2012,"April 2nd, 2012",Typica,Completed,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,Sample  82.25,10 %,0 full defects,0.0,Green,3 full defects,"April 2nd, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,900,
752,82.25,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,huila,,250,70.0,Almacafé,2012,"February 22nd, 2012",Caturra,Completed,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,Sample  82.25,12 %,0 full defects,0.0,Green,1 full defects,"February 21st, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1750,
753,82.25,Racafe & Cia S.C.A,Colombia,,C.I.Racafe & Cia S.C.A,Huila,La Plata,100,70.0,Almacafé,2012,"February 9th, 2012",Caturra,Completed,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,Sample  82.25,11 %,0 full defects,0.0,Green,0 full defects,"February 8th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
754,82.25,NUCOFFEE,Brazil,Caxambu,NUCOFFEE,,Carmem Lucia Chaves de Brito,84,60.0,NUCOFFEE,2012,"January 23rd, 2012",Arusha,Completed,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,Sample  82.25,12 %,0 full defects,0.0,Green,1 full defects,"January 22nd, 2013",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,
755,82.25,Racafe & Cia S.C.A,Colombia,,,Cauca,,149,70.0,Almacafé,,"March 1st, 2011",,Completed,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,Sample  82.25,22 %,0 full defects,0.0,,2 full defects,"February 29th, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,
756,82.17,Ipanema Coffees,Brazil,Fazenda Capoeirinha,Ipanema Coffees,South of Minas Gerais,Ipanema Agricola,320,60.0,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Bourbon,Completed,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,Sample  82.17,11 %,0 full defects,1.0,Green,5 full defects,"August 16th, 2017",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,934,
757,82.17,Bismarck Castro,Honduras,Las Cuchillas,CIGRAH S.A DE C.V,Comayagua,Nahun Maldonado,200,69.0,Instituto Hondureño del Café,2015,"June 9th, 2016",Caturra,Completed,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,Sample  82.17,11 %,0 full defects,1.0,Bluish-Green,2 full defects,"June 9th, 2017",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1500,
758,82.17,"BENCAFE, S. A.",Nicaragua,EL BRIGADUM - LA CORONELA,"BENEFICIADORA NORTEÑA DE CAFE, S. A. (BENCAFE)",JINOTEGA PROVINCE,MARCIO ALBERTO RIVERA CASTELLON,275,69.0,Instituto Hondureño del Café,,"March 15th, 2016",,Completed,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,Sample  82.17,10 %,0 full defects,0.0,Green,1 full defects,"March 15th, 2017",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1000,
759,82.17,Langiro Farm group,"Tanzania, United Republic Of",Langiro farm group,TAWOCA,Ruvuma,Langiro farm group,30,80.0,Africa Fine Coffee Association,2015,"November 16th, 2015",Bourbon,Completed,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,Sample  82.17,13 %,1 full defects,0.0,Green,6 full defects,"November 15th, 2016",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1500,1800
760,82.17,IBERO COFFEE TRADING CO (T) LTD,"Tanzania, United Republic Of",,Ibero Tanzania,Northern,,300,60.0,Tanzanian Coffee Board,,"October 20th, 2015",Other,Completed,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,Sample  82.17,12 %,0 full defects,0.0,Green,1 full defects,"October 19th, 2016",Tanzanian Coffee Board,P.O.BOX 732,Carl Ulrick - +255 767 26 00 93,meters,1600,
761,82.17,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,South of Minas Gerais,Ipanema Agrícola SA,320,2.0,Brazil Specialty Coffee Association,,"October 8th, 2015",Yellow Bourbon,Completed,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,Sample  82.17,0 %,0 full defects,0.0,Green,1 full defects,"October 7th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,,
762,82.17,Doi Tung Development Project,Thailand,,Doi Tung Development Project,THAILAND,Doi Tung Development Project,1,1.0,Specialty Coffee Association,2014,"June 9th, 2015",,Completed,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,Sample  82.17,12 %,0 full defects,0.0,Bluish-Green,0 full defects,"June 8th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,800,
763,82.17,CADEXSA,Honduras,Bethel,CADEXSA,Marcala,Omar Acosta,275,1.0,Instituto Hondureño del Café,2015,"April 15th, 2015",Catuai,Completed,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,Sample  82.17,11 %,0 full defects,0.0,Green,2 full defects,"April 14th, 2016",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1350,
764,82.17,EssenceCoffee,Guatemala,Blue Lake,Essence Coffee,Atitlan,,250,69.0,Blossom Valley International,2014,"March 21st, 2015",Bourbon,Completed,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,Sample  82.17,9 %,0 full defects,0.0,Blue-Green,4 full defects,"March 20th, 2016",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,1500,
765,82.17,BOURBON SPECIALTY COFFEES,Brazil,,BOURBON SPECIALTY COFFEES,CERRADO - CAMPOS ALTOS,,300,60.0,Brazil Specialty Coffee Association,2014,"January 15th, 2015",Mundo Novo,Completed,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,Sample  82.17,12 %,0 full defects,0.0,Green,1 full defects,"January 15th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,
